x1,x2,y
-1.9047619047619047,-0.38095238095238093,68187.35267712527
-1.7142857142857144,0.9523809523809526,26131.076359444163
-1.5238095238095237,-1.1428571428571428,6890.374273636555
-1.3333333333333335,1.9047619047619047,780286.4314337998
-1.1428571428571428,0.1904761904761907,809.6523315150649
-0.9523809523809523,-1.5238095238095237,995.0123662465714
-0.7619047619047619,1.3333333333333335,185603.06485329385
-0.5714285714285714,-0.7619047619047619,200.74709611735847
-0.38095238095238093,0.7619047619047619,25351.48543436956
-0.19047619047619047,-1.9047619047619047,40528.69440202381
0,-0.19047619047619047,507.1511136483482
0.1904761904761907,1.7142857142857144,104390.47076014114
0.38095238095238093,-1.3333333333333335,273.1701835544894
0.5714285714285716,0.38095238095238093,989.1711786755518
0.7619047619047619,-0.5714285714285714,129.29867572758442
0.9523809523809526,1.1428571428571428,4073.973782513462
1.1428571428571428,-1.7142857142857144,22101.072595567468
1.3333333333333335,0,200.54869684499252
1.5238095238095237,1.5238095238095237,10086.850519656771
1.7142857142857144,-0.9523809523809523,46823.65743666063
1.9047619047619047,0.5714285714285716,667.9621530429965
