x1,x2,x3,y
0.015151515151515152,0.8333333333333334,0.4090909090909091,-1.5296431161983004
0.045454545454545456,0.3484848484848485,0.5909090909090909,-0.760543842037814
0.07575757575757576,0.6818181818181818,0.16666666666666666,-0.04611917110517271
0.10606060606060606,0.4696969696969697,0.9545454545454546,-2.6589333888656963
0.13636363636363635,0.10606060606060606,0.07575757575757576,-0.2825101638573083
0.16666666666666666,0.7727272727272727,0.7727272727272727,-2.435949458351227
0.19696969696969696,0.5303030303030303,0.3181818181818182,-0.3241064236649341
0.22727272727272727,0.19696969696969696,0.7121212121212122,-0.9307667092480529
0.25757575757575757,0.9545454545454546,0.8636363636363636,-0.942414449063826
0.2878787878787879,0.2878787878787879,0.19696969696969696,-0.6331642364863607
0.3181818181818182,0.045454545454545456,0.9848484848484849,-0.1697530234263896
0.3484848484848485,0.6515151515151515,0.4696969696969697,-1.32022673862347
0.3787878787878788,0.8939393939393939,0.10606060606060606,-0.006824607396277568
0.4090909090909091,0.4090909090909091,0.803030303030303,-3.029916518857831
0.4393939393939394,0.13636363636363635,0.5303030303030303,-0.23149775972664852
0.4696969696969697,0.9848484848484849,0.2878787878787879,-0.2123904981232489
0.5,0.5909090909090909,0.045454545454545456,-0.02331927776224186
0.5303030303030303,0.7424242424242424,0.6212121212121212,-1.789527296652553
0.5606060606060606,0.015151515151515152,0.3787878787878788,-0.5582246508291383
0.5909090909090909,0.22727272727272727,0.9242424242424242,-1.1321089375916595
0.6212121212121212,0.4393939393939394,0.13636363636363635,-0.17579275214741905
0.6515151515151515,0.9242424242424242,0.5,-1.1243177792918444
0.6818181818181818,0.5606060606060606,0.7424242424242424,-2.7131464191629906
0.7121212121212122,0.3181818181818182,0.4393939393939394,-0.2630017690908542
0.7424242424242424,0.803030303030303,0.22727272727272727,-0.040076158294903665
0.7727272727272727,0.07575757575757576,0.8333333333333334,-0.4773385401996476
0.803030303030303,0.3787878787878788,0.015151515151515152,-0.042516239559778964
0.8333333333333334,0.25757575757575757,0.6515151515151515,-0.805126908126899
0.8636363636363636,0.6212121212121212,0.3484848484848485,-0.1148336733925053
0.8939393939393939,0.7121212121212122,0.8939393939393939,-2.7225114319641768
0.9242424242424242,0.5,0.5606060606060606,-0.5178980536646531
0.9545454545454546,0.16666666666666666,0.25757575757575757,-0.3479865338315981
0.9848484848484849,0.8636363636363636,0.6818181818181818,-0.6585208082469391
